date_witness,date_agent,witness,agent,latitude,longitude,city,country,region_hq,has_weapon,has_hat,has_jacket,behavior
2015-07-19,2015-07-19,Marcus Rivas,Carrie Boone,42.16808,-88.42814,Huntley,US,Chicago,True,True,True,paranoid
2019-12-01,2019-12-14,Philip Mayer MD,Michelle Jarvis,43.54072,-116.56346,Nampa,US,Boise,False,True,True,fleeing
1992-10-28,1992-12-10,George Stephens,Jeremy Mason,41.72059,-87.70172,Evergreen Park,US,Chicago,False,False,True,injured
1993-01-16,1993-01-27,Nicole West,Robert Maxwell,30.17746,-81.38758,Palm Valley,US,New York,False,False,True,happy
2005-06-28,2005-07-24,Joseph Allen,Joseph Nguyen,41.55838,-81.56929,Collinwood,US,New York,False,False,True,tense
2020-08-23,2020-09-09,Crystal Medina,Stephen Graham,46.1351,-60.1831,Sydney,CA,Glace Bay,False,True,True,worried
2017-09-17,2017-10-28,Sara Johnson,Allen Lawrence,-31.25033,-61.4867,Rafaela,AR,Argentina,False,True,True,oblivious
2019-11-07,2019-12-06,Samantha Baker,Kenneth Stevenson,3.8801,-77.03116,Buenaventura,CO,Bogota,False,True,True,accusatory
2007-08-31,2007-10-08,Michelle Davis,Todd Garcia,-19.32556,-41.25528,Resplendor,BR,Sao Paulo,False,True,True,accusatory
2010-07-03,2010-07-29,Stephanie Ellis,Eric Roberts,-19.72806,-50.19556,Iturama,BR,Sao Paulo,False,True,True,sad
2012-03-16,2012-04-13,Timothy Wheeler,Amy Bray,42.24113,-88.3162,Crystal Lake,US,Chicago,False,False,True,scared
1991-11-10,1991-11-29,Brian Drake,Michael Smith,40.5576,-74.28459,Woodbridge,US,New York,False,False,True,evasive
1999-09-13,1999-11-11,Vincent Benson,Chad Graham,41.14676,-73.49484,New Canaan,US,New York,False,True,True,friendly
1990-11-02,1990-12-10,Susan Watson,Ronald Friedman,33.95015,-118.03917,South Whittier,US,Los Angeles,False,True,True,unhappy
2009-06-03,2009-07-12,Patricia Nunez,Christian Moore,45.43341,-73.86586,Beaconsfield,CA,Toronto,False,True,False,accusatory
1991-06-29,1991-07-17,Melissa Reyes,Edward Anderson,32.52515,-93.75018,Shreveport,US,Chicago,False,False,True,happy
1986-01-09,1986-01-23,Angela Martinez,Michael Riddle,-27.4338,-65.61427,Aguilares,AR,Argentina,False,True,True,oblivious
2008-09-19,2008-09-19,Rachel Mills,Cynthia Carr,43.61062,-72.97261,Rutland,US,New York,False,True,True,over-complimenting
1992-05-18,1992-06-19,Christine Harris,Anna Flores,21.01858,-101.2591,Guanajuato,MX,Mexico City,False,True,True,evasive
2000-11-25,2000-11-25,Andrea Alvarez,Wesley Horton,29.84576,-90.10674,Estelle,US,Chicago,False,False,True,lonely
1991-09-07,1991-09-10,Cheryl King,Gerald Green,36.06523,-119.01677,Porterville,US,Los Angeles,False,False,True,lonely
2000-05-09,2000-06-29,James Parker,Christopher Miller,26.91756,-82.07842,Punta Gorda Isles,US,New York,True,False,True,paranoid
2013-06-24,2013-08-03,Brian Anderson,Carla Reyes,19.32932,-98.1664,Contla,MX,Mexico City,False,True,True,panicking
2011-07-30,2011-08-14,Walter Cooper,Jeanne Green,40.2737,-76.88442,Harrisburg,US,New York,False,True,True,happy
2006-05-30,2006-07-27,Andrea Harris,Jeremy Moran,10.15031,-73.9614,El Copey,CO,Bogota,False,False,True,over-complimenting
2014-03-03,2014-04-17,Amy Anderson,Emily Ruiz,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,True,True,tense
2009-04-11,2009-04-14,Dillon Sanchez,Zachary Hawkins,39.57582,-105.11221,Ken Caryl,US,Denver,False,False,True,evasive
1999-06-19,1999-07-08,James Robinson,Jennifer Hernandez,38.91817,-78.19444,Front Royal,US,New York,False,False,True,silent
2013-08-18,2013-09-17,Theresa Morrison,Patricia Miller,-10.91111,-37.07167,Aracaju,BR,Maceio,False,False,True,silent
2020-06-24,2020-07-10,Eric Bailey,Dr. Crystal Mccormick,27.71809,-82.35176,Sun City Center,US,New York,False,True,True,unhappy
1989-03-16,1989-04-01,Tiffany Porter,Melissa Meyers,-30.60106,-71.19901,Ovalle,CL,Santiago,False,True,True,out-of-control
2011-04-28,2011-05-12,Kathy Frazier,Loretta Wood,41.50343,-74.01042,Newburgh,US,New York,False,True,True,over-complimenting
1988-05-06,1988-06-03,Kari Campos,Andre Lamb,5.20856,-74.73584,Honda,CO,Bogota,True,True,True,paranoid
1988-02-04,1988-03-14,Desiree Ryan,Brian Haas,-25.42778,-49.27306,Curitiba,BR,Sao Paulo,False,True,True,tense
1999-09-01,1999-10-22,Nathan Hensley,Leslie Curtis,-54.8,-68.3,Ushuaia,AR,Argentina,False,True,True,insulting
1989-05-08,1989-06-07,Taylor Brown,Caleb Cook,-31.4488,-60.93173,Esperanza,AR,Argentina,False,True,True,insulting
1998-02-21,1998-04-13,William Phillips,Karen Nguyen,27.71809,-82.35176,Sun City Center,US,New York,False,True,True,out-of-control
1998-04-20,1998-05-31,Carol Macias,Brandon Miller,32.52515,-93.75018,Shreveport,US,Chicago,False,False,True,fleeing
2002-12-18,2002-12-27,Amy Hardy,Daniel Brown,-28.44917,-52.2,Marau,BR,Sao Paulo,False,True,True,insulting
2018-04-21,2018-05-20,Patricia Dickson,Glenn Li,45.53929,-122.38731,Troutdale,US,Los Angeles,False,True,True,unhappy
2021-03-20,2021-04-04,Maria Jackson,Adam Smith,11.84962,-86.19903,Jinotepe,NI,Managua,False,False,True,happy
2001-01-30,2001-03-17,Brian Hodges,Ashley Taylor,23.0072,-82.4017,Boyeros,CU,Havana,False,False,True,over-complimenting
2018-12-14,2018-12-27,Daniel Anderson,John Turner,45.16024,-93.08883,Lino Lakes,US,Chicago,False,True,True,silent
2006-10-03,2006-10-12,Ms. Joanne Brennan DVM,Joseph Ramirez,45.4473,-73.75335,Dorval,CA,Toronto,False,False,True,tense
1996-12-19,1997-02-03,Christopher Hamilton,Sarah Reynolds,34.14251,-118.25508,Glendale,US,Los Angeles,False,True,True,evasive
1999-07-24,1999-08-31,Bob Salinas,Amber Wright,13.70167,-89.10944,Ilopango,SV,El Salvador,False,True,True,complaining
2004-02-04,2004-02-06,Michael Beard,Casey Wheeler,-4.24444,-42.29444,Barras,BR,Fortaleza,False,True,True,injured
2020-07-10,2020-07-24,Lydia Watkins,Maurice Mccarthy,40.5576,-74.28459,Woodbridge,US,New York,False,False,True,happy
1987-05-03,1987-06-22,Amanda Day,Tammy Lutz,43.54072,-116.56346,Nampa,US,Boise,False,False,True,sad
2011-02-17,2011-02-18,Emily Martinez,Kari Chandler,19.8173,-97.35992,Teziutlan,MX,Mexico City,False,False,True,over-complimenting
2000-03-02,2000-04-25,Brian Conway,Rose Reed,-22.45667,-47.53028,Santa Gertrudes,BR,Sao Paulo,False,True,False,talkative
2012-04-08,2012-05-22,Angela Hardin,Ashley Taylor,-21.205,-41.88778,Itaperuna,BR,Sao Paulo,True,True,True,injured
2021-10-26,2021-12-04,Catherine Peterson,Gregory Hanson,40.68066,-73.47429,Massapequa,US,New York,False,True,True,injured
1988-01-13,1988-02-02,Lori Griffith,Christian Moore,-3.74912,-73.25383,Iquitos,PE,Lima,True,False,True,paranoid
2021-08-06,2021-09-21,Amber Case,Jasmine Rowland,39.43534,-84.20299,Lebanon,US,New York,False,True,True,worried
2011-05-28,2011-06-14,Amy Lucas,Rebecca Jackson,43.54072,-116.56346,Nampa,US,Boise,False,True,True,friendly
2013-05-11,2013-06-25,Jessica Rosales,Darren Simpson,13.73417,-89.71472,Sonzacate,SV,El Salvador,False,True,False,insulting
2005-08-27,2005-09-03,Christina Perez,Ashley Taylor,10.15031,-73.9614,El Copey,CO,Bogota,False,True,True,sad
2007-10-06,2007-11-21,Nicole Fowler,Stephen Ferguson,38.17492,-122.2608,American Canyon,US,Los Angeles,False,True,True,hostile
1985-09-15,1985-10-29,Michael Ramos,Allen Lawrence,47.80527,-122.24064,Bothell West,US,Los Angeles,False,True,True,evasive
1992-03-15,1992-05-03,Amber Peters,Stephen Ferguson,29.84576,-90.10674,Estelle,US,Chicago,False,False,True,worried
1998-08-07,1998-09-13,James Sutton,Jose Hunt,-10.95817,-38.79084,Tucano,BR,Bahia,False,True,True,oblivious
2004-10-25,2004-12-06,Kenneth Escobar,Kimberly Gibson,37.71715,-122.40433,Visitacion Valley,US,Los Angeles,False,False,True,over-complimenting
2000-10-03,2000-10-18,Cassidy Evans,Ronnie Anthony,-25.42778,-49.27306,Curitiba,BR,Sao Paulo,False,True,True,happy
2011-05-26,2011-07-21,Robin Parker,Connie Ramos,31.12406,-97.90308,Copperas Cove,US,Chicago,False,False,False,scared
2000-05-24,2000-06-06,Ashley Watson,Ashley Carr,40.24537,-75.64963,Pottstown,US,New York,False,True,True,worried
1999-10-21,1999-11-30,Madison Brown,Mrs. Kristin Lopez MD,39.09112,-94.41551,Independence,US,Chicago,False,True,True,happy
2005-03-03,2005-03-12,Andrea Kelly,Charles Leonard,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,True,True,insulting
2002-11-01,2002-12-04,Lisa Romero,Taylor Robinson,-23.44361,-51.87389,Sarandi,BR,Sao Paulo,False,True,True,paranoid
1988-11-04,1988-12-30,Jose Williams,Julian Anderson,-31.25033,-61.4867,Rafaela,AR,Argentina,False,True,True,injured
2007-08-07,2007-09-11,Mary Klein,Kim Dyer,19.32889,-99.32556,San Lorenzo Acopilco,MX,Mexico City,False,True,False,worried
1987-06-21,1987-08-10,Mary Mcmahon,Miranda Lester,40.64621,-73.97069,Kensington,US,New York,False,True,True,friendly
2006-03-19,2006-04-17,Matthew Bradley,Kimberly Perez,21.01858,-101.2591,Guanajuato,MX,Mexico City,False,False,True,paranoid
2019-08-08,2019-08-17,Brittney Vazquez,Latasha Norris,-11.94306,-76.70944,Chosica,PE,Lima,True,True,True,unhappy
2007-04-26,2007-05-24,Brittany Delacruz,Ashley Taylor,-3.74912,-73.25383,Iquitos,PE,Lima,False,False,True,injured
2003-12-06,2004-02-03,Elizabeth Williams,Stephen Graham,40.65538,-74.38987,Scotch Plains,US,New York,False,True,True,evasive
1987-10-21,1987-11-17,Dr. Steven Mitchell,Timothy Maldonado,18.42745,-67.15407,Aguadilla,PR,Puerto Rico,False,False,True,lonely
1995-03-23,1995-05-16,Aaron Walker,Tony Bell,-28.24,-48.67028,Imbituba,BR,Sao Paulo,False,False,True,complaining
2006-06-04,2006-07-01,Jesse Shields,Regina Henderson,-8.66667,-35.71667,Catende,BR,Recife,True,False,True,tense
2000-03-12,2000-04-15,Jacob Delgado,Jeffrey Graves MD,32.44874,-99.73314,Abilene,US,Chicago,True,True,True,injured
2009-07-13,2009-07-27,Crystal Anderson,Lucas Kirk,42.35843,-71.05977,Boston,US,New York,False,True,True,happy
2005-01-09,2005-02-26,Anthony Gallegos,Cynthia Carr,41.50343,-74.01042,Newburgh,US,New York,False,True,True,silent
2015-11-19,2015-12-29,Colleen James,Steven Edwards,40.5576,-74.28459,Woodbridge,US,New York,False,False,True,silent
2022-01-23,2022-03-10,Stephanie Davis,Parker Mitchell,18.42745,-67.15407,Aguadilla,PR,Puerto Rico,False,True,False,silent
1998-12-29,1999-01-18,Vanessa Morgan,Robert Jenkins,40.57788,-73.95958,Brighton Beach,US,New York,False,True,True,oblivious
2012-05-24,2012-06-18,Melissa Walls,James Brock,41.14676,-73.49484,New Canaan,US,New York,False,False,True,lonely
2008-11-29,2008-12-23,Tina Young,Justin White,-34.64966,-58.38341,Barracas,AR,Argentina,False,False,True,insulting
2006-06-12,2006-08-06,Megan Garcia,Mrs. Kristin Lopez MD,19.8173,-97.35992,Teziutlan,MX,Mexico City,False,True,True,friendly
1997-09-03,1997-09-17,Robin Rodriguez,Daniel Brown,20.22816,-103.5687,Zacoalco de Torres,MX,Mexico City,False,False,True,worried
2002-06-11,2002-08-04,Bryan Wright,William Zuniga,42.35843,-71.05977,Boston,US,New York,False,True,True,evasive
2010-03-18,2010-04-05,Michelle Ballard,Brian Hickman,35.74788,-95.36969,Muskogee,US,Chicago,False,True,True,insulting
1991-08-11,1991-09-25,Alyssa Hughes,Bradley Ewing,23.04419,-82.00919,Jaruco,CU,Havana,False,True,True,evasive
2020-10-27,2020-10-27,Mark Lawson,Christopher Greer,41.75338,-86.11084,Granger,US,Indiana,False,False,True,sad
2014-01-25,2014-02-07,Debra Jones,David Murphy,31.12406,-97.90308,Copperas Cove,US,Chicago,False,True,True,scared
1989-08-07,1989-09-18,Tammy Williams,Kelly Barnes,53.51684,-113.3187,Sherwood Park,CA,Edmonton,False,True,False,oblivious
1991-11-16,1992-01-03,Johnny Rojas,Teresa Sanchez,-21.42917,-45.94722,Alfenas,BR,Sao Paulo,False,False,True,friendly
1999-11-04,1999-12-26,Elizabeth Moore,Chris Campbell Jr.,19.04222,-98.11889,Casa Blanca,MX,Mexico City,False,False,True,worried
1986-03-10,1986-05-07,Mary Leblanc,Jacob Salazar,45.49428,-122.86705,Aloha,US,Los Angeles,False,True,True,tense
1988-07-12,1988-07-22,Heather Mccall,Kevin Evans,23.04419,-82.00919,Jaruco,CU,Havana,False,True,True,over-complimenting
1988-08-30,1988-09-16,Elizabeth Martinez,Tony Bell,-16.25,-69.08333,Yunguyo,PE,Lima,False,True,True,scared
1996-11-03,1996-11-28,Jonathan Williams,Darren Simpson,39.33427,-76.43941,Middle River,US,New York,False,True,True,over-complimenting
1989-01-27,1989-01-28,Christina Thompson,Lacey Brown,-12.91667,-39.25,Muritiba,BR,Bahia,False,False,True,complaining
1985-10-11,1985-10-25,Kristina Taylor,Angela Strickland,-10.95817,-38.79084,Tucano,BR,Bahia,False,True,True,oblivious
2009-11-15,2009-12-30,Deborah Brennan,William Joseph,38.91817,-78.19444,Front Royal,US,New York,False,True,True,accusatory
2004-08-05,2004-09-28,Mark Munoz,Andre Lamb,41.0051,-73.78458,Scarsdale,US,New York,False,True,True,confessing
1991-09-27,1991-10-02,Jeffrey Lawson,Daniel Moore,18.00747,-76.78319,New Kingston,JM,Jamaica,False,True,True,silent
1992-09-26,1992-11-20,Jill Jennings,Jennifer Swanson,41.6764,-91.58045,Coralville,US,Chicago,False,False,True,worried
2010-11-21,2010-12-21,Karen Flores,Timothy Maldonado,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,False,True,paranoid
1994-08-29,1994-09-12,Elizabeth Baxter,Mark Williams,32.54044,-82.90375,Dublin,US,New York,False,True,True,injured
2003-07-23,2003-09-02,Benjamin Cisneros,Chad Graham,13.73417,-89.71472,Sonzacate,SV,El Salvador,True,True,True,accusatory
2010-08-30,2010-09-25,Jonathan Price,Nathaniel Jackson,42.97086,-82.42491,Port Huron,US,Detroit,True,True,True,lonely
2002-02-17,2002-03-22,Reginald Delgado DDS,Alan Ford,-15.675,-38.94722,Canavieiras,BR,Bahia,True,False,True,tense
2005-11-20,2005-12-16,Timothy Hawkins,Gina Howard,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,True,True,oblivious
2019-03-11,2019-03-20,Alyssa Jenkins,Dawn Pierce,4.73245,-74.26419,Madrid,CO,Bogota,False,True,True,scared
2015-10-17,2015-10-24,Teresa Norton,Shannon Camacho,18.65297,-72.09391,Thomazeau,HT,Port-au-Prince,False,False,False,fleeing
2015-03-25,2015-04-09,James Thornton,Leslie Anderson,40.67705,-73.89125,Cypress Hills,US,New York,False,True,True,out-of-control
2007-01-30,2007-02-25,Benjamin Pearson,Kathleen Hicks,8.88988,-79.62603,Veracruz,PA,Panama,True,True,True,insulting
1991-04-25,1991-05-30,Michelle Davis,Timothy Frank,39.57582,-105.11221,Ken Caryl,US,Denver,False,True,True,complaining
1995-01-15,1995-01-16,Stephanie Callahan,Latasha Norris,40.68066,-73.47429,Massapequa,US,New York,False,True,True,silent
2002-09-27,2002-11-24,Matthew King,Nancy White,40.34912,-111.90466,Saratoga Springs,US,Denver,False,False,True,unhappy
2004-05-25,2004-07-01,Emily Lee,Alison Peterson,9.91861,-68.30472,Tinaquillo,VE,Caracas,False,True,False,happy
2020-06-16,2020-06-29,Arthur Barton,Christopher Miller,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,True,True,scared
2009-10-23,2009-11-04,Travis Ramirez,Donna Mathis,34.63915,-120.45794,Lompoc,US,Los Angeles,False,True,True,hostile
2000-04-17,2000-05-30,Stephen Khan,Michael Tate,40.60538,-73.75513,Far Rockaway,US,New York,False,True,True,worried
1986-01-01,1986-02-20,Zachary Simpson,Mark Ferguson,40.58654,-122.39168,Redding,US,Los Angeles,False,True,True,evasive
2014-11-28,2015-01-26,Terry Williams,Teresa Diaz,37.60876,-77.37331,Mechanicsville,US,New York,False,False,True,tense
1991-03-10,1991-03-29,Joseph Wong,Shelia Holmes,33.7207,-116.21677,Indio,US,Los Angeles,False,True,True,fleeing
1994-02-08,1994-03-19,Joseph Carlson,Mary Scott,10.63504,-85.43772,Liberia,CR,Costa Rica,False,False,True,scared
1989-04-06,1989-06-03,Patrick Soto PhD,David Woodward,9.15093,-79.62098,Chilibre,PA,Panama,False,True,True,worried
2002-03-12,2002-04-27,Cynthia Giles,Jacob Santiago,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,True,True,scared
1997-04-09,1997-06-04,Brittany Perez,Jennifer Snyder,36.02506,-86.77917,Brentwood Estates,US,Chicago,False,True,True,talkative
2017-05-29,2017-07-17,Lori Miller,Connie Ramos,33.54428,-84.23381,Stockbridge,US,New York,False,True,True,complaining
2002-06-28,2002-08-05,Laura Gomez,Kerry Buck,41.14676,-73.49484,New Canaan,US,New York,False,True,True,oblivious
2010-08-21,2010-09-23,Diane Pope,Brittany Burnett,41.24255,-82.61573,Norwalk,US,New York,False,True,True,panicking
2000-05-01,2000-05-27,Julie Wilson,Bryce Alvarado,9.92787,-84.13722,San Rafael,CR,Costa Rica,True,False,True,tense
2005-01-06,2005-02-16,Tracy Andrews,Adam Montes,20.14298,-77.43532,Media Luna,CU,Havana,False,True,True,panicking
2005-04-16,2005-05-20,Jerry Love,Billy White,-2.90055,-79.00453,Cuenca,EC,Guayaquil,False,True,True,tense
2019-08-24,2019-09-19,Debra Gross,Melissa Ellis,-22.53722,-42.98194,Guapimirim,BR,Sao Paulo,False,True,True,scared
2003-10-31,2003-11-02,Garrett Dean,Barbara Bailey,-34.74785,-58.70072,Pontevedra,AR,Argentina,False,False,True,fleeing
2016-11-21,2017-01-19,Dr. Katie Meadows,Loretta Wood,44.99012,-123.02621,Keizer,US,Los Angeles,False,True,True,scared
2000-11-15,2000-12-06,Adam Adams,Angela Johnson,46.32374,-120.00865,Sunnyside,US,Los Angeles,False,False,True,out-of-control
2022-01-26,2022-03-13,Richard Edwards,Karen Nguyen,40.93121,-73.89875,Yonkers,US,New York,False,True,True,sad
2017-11-09,2017-12-23,Natasha Mayer,Michael Sims,-30.60106,-71.19901,Ovalle,CL,Santiago,False,True,True,insulting
2006-03-08,2006-03-28,Destiny Frazier,Kenneth Stevenson,33.76446,-117.79394,North Tustin,US,Los Angeles,False,True,True,silent
2005-11-19,2005-12-01,Mary Higgins,Sarah Peters,37.71715,-122.40433,Visitacion Valley,US,Los Angeles,False,False,True,paranoid
1995-10-07,1995-10-10,Alexis Garcia,Matthew Chavez,-10.90889,-37.03861,Barra dos Coqueiros,BR,Maceio,False,True,False,oblivious
2006-03-20,2006-05-14,Penny Williams,Alexa Flores,11.84962,-86.19903,Jinotepe,NI,Managua,True,True,True,oblivious
2008-01-13,2008-01-30,Arthur Mcdaniel,Paul Rogers,-2.90055,-79.00453,Cuenca,EC,Guayaquil,False,True,True,accusatory
1999-02-06,1999-02-16,Kathy Roberson,Richard Lambert,33.50921,-111.89903,Scottsdale,US,Phoenix,False,True,True,unhappy
1996-06-07,1996-07-31,Laura Clayton,Jordan Torres,41.16704,-73.20483,Bridgeport,US,New York,False,True,True,lonely
1986-07-22,1986-08-21,Richard Henderson,Kyle Thomas,32.42067,-104.22884,Carlsbad,US,Denver,False,False,True,friendly
1999-07-07,1999-07-22,Antonio Coleman,Jose Hunt,-31.4488,-60.93173,Esperanza,AR,Argentina,False,True,True,paranoid
2017-04-02,2017-05-02,Christine Cohen,Daniel Moore,-23.7975,-48.59278,Buri,BR,Sao Paulo,False,False,True,panicking
1990-02-02,1990-03-28,Maurice Ortiz Jr.,Mr. Rodney Franco,44.27804,-88.27205,Kaukauna,US,Chicago,False,True,True,hostile
2021-03-07,2021-04-18,Kim Perez,Dominic Peters,18.03496,-66.8499,Yauco,PR,Puerto Rico,False,True,True,sad
2011-05-10,2011-06-26,Dillon Miller,Garrett Allen,40.56754,-89.64066,Pekin,US,Chicago,False,True,True,friendly
1996-04-08,1996-05-08,Victor Vega,Richard Harris,-10.91722,-37.65,Lagarto,BR,Maceio,False,True,True,silent
2010-07-19,2010-08-31,James Stevenson,Kim Dyer,-34.64167,-60.47389,Chacabuco,AR,Argentina,False,False,True,talkative
2007-07-15,2007-07-22,Miranda Bullock,Denise Kramer,9.92787,-84.13722,San Rafael,CR,Costa Rica,False,True,True,happy
1994-07-02,1994-08-04,Zachary Powell,Susan Thomas,42.7392,-84.62081,Waverly,US,Detroit,False,True,False,tense
2019-02-11,2019-03-06,Kristina Hawkins,James Anderson,34.21639,-119.0376,Camarillo,US,Los Angeles,False,True,True,talkative
2022-06-16,2022-07-11,Jennifer Brown,David Strong,-21.41222,-42.19667,Miracema,BR,Sao Paulo,False,True,True,worried
2022-04-05,2022-04-18,Dr. Gary Ramirez,Brian Delacruz,40.2737,-76.88442,Harrisburg,US,New York,False,True,True,lonely
2022-03-10,2022-04-26,Leslie Sosa,Stacey Morris,40.81,-73.9625,Morningside Heights,US,New York,False,True,True,sad
2011-05-16,2011-05-22,Matthew Brooks,Darlene Pitts,40.65995,-111.99633,Kearns,US,Denver,False,False,True,confessing
1989-09-16,1989-11-03,Reginald Wood,Nicole Hart,18.03496,-66.8499,Yauco,PR,Puerto Rico,True,False,True,oblivious
1989-08-09,1989-09-27,David Curtis,Allen Baker,40.58654,-122.39168,Redding,US,Los Angeles,True,False,True,friendly
1997-05-21,1997-06-11,Brooke Osborne,Rebecca Rodriguez,41.72059,-87.70172,Evergreen Park,US,Chicago,False,True,True,talkative
2014-08-02,2014-09-05,Brandi Lopez,James Bryant,40.68066,-73.47429,Massapequa,US,New York,True,True,True,sad
1988-04-04,1988-04-28,Lori Miller,Jeremy Moran,43.86682,-79.2663,Markham,CA,Toronto,False,False,False,lonely
2022-02-24,2022-03-07,Matthew Rodriguez,Chloe Harris,18.65297,-72.09391,Thomazeau,HT,Port-au-Prince,False,True,True,over-complimenting
1996-10-09,1996-10-29,Shane Jackson,Todd Garcia,-20.87306,-48.29694,Viradouro,BR,Sao Paulo,False,True,True,sad
2007-01-25,2007-02-12,Seth Hayes,Steven Edwards,41.85059,-87.882,Westchester,US,Chicago,False,True,True,insulting
1993-03-31,1993-05-27,Kathy Cole,Denise Johnson,-12.91667,-39.25,Muritiba,BR,Bahia,False,True,True,talkative
2002-08-02,2002-08-17,Marco Walker,Fernando Davis,-28.81833,-52.51028,Soledade,BR,Sao Paulo,False,True,True,over-complimenting
1998-07-24,1998-08-01,Justin Smith,Donna Mathis,40.72371,-73.95097,Greenpoint,US,New York,False,False,True,confessing
1989-05-01,1989-06-01,Abigail Collins,Rita Johnson,22.49396,-105.36369,Acaponeta,MX,Mazatlan,True,True,True,silent
1988-03-23,1988-03-30,Michael Bowers,Annette Barrett,33.98154,-81.23621,Lexington,US,New York,False,False,True,evasive
2003-11-03,2003-11-30,Rachel Mckenzie,Cynthia Moore,20.74122,-100.44843,Santa Rosa Jauregui,MX,Mexico City,False,True,True,over-complimenting
2011-05-07,2011-05-08,Meghan Craig,Rachel Barnes,39.08367,-84.50855,Covington,US,New York,False,False,True,out-of-control
2019-01-16,2019-02-25,Rodney Munoz,Miranda Lester,40.57788,-73.95958,Brighton Beach,US,New York,False,True,True,fleeing
1995-08-21,1995-10-13,Sean Rodriguez,Karen Keller MD,40.93121,-73.89875,Yonkers,US,New York,False,True,False,scared
1998-11-17,1998-11-26,Tricia Stafford,Cynthia Villegas,44.99012,-123.02621,Keizer,US,Los Angeles,False,True,True,panicking
2013-11-03,2013-11-18,Christina Gilbert,Nicholas Powell,29.84576,-90.10674,Estelle,US,Chicago,False,True,True,accusatory
2017-09-26,2017-11-11,Lauren Clements,Richard Harris,29.84576,-90.10674,Estelle,US,Chicago,False,False,True,unhappy
2004-06-11,2004-08-08,Leah Hutchinson,Laura Oconnor,41.27621,-72.86843,East Haven,US,New York,True,True,False,paranoid
1991-11-17,1991-12-19,Joseph Mcintosh,Lauren Smith,40.5576,-74.28459,Woodbridge,US,New York,False,True,True,unhappy
2002-05-06,2002-07-04,Barbara Moore,Nicole Hinton,-19.72806,-50.19556,Iturama,BR,Sao Paulo,True,False,True,talkative
2005-03-16,2005-03-28,Bryan Wright,Micheal Thomas,39.45621,-77.96389,Martinsburg,US,New York,False,True,True,complaining
1997-04-12,1997-05-02,Christian Brown,Kurt Clark,43.16547,-77.70066,Gates-North Gates,US,New York,False,False,True,hostile
2019-05-29,2019-07-02,Andrew Lyons,Casey Weber,5.20856,-74.73584,Honda,CO,Bogota,False,True,True,fleeing
