date_witness,date_agent,witness,agent,latitude,longitude,city,country,region_hq,has_weapon,has_hat,has_jacket,behavior
2008-07-09,2008-08-27,Patricia Kim,Brian Hickman,-22.9,44.53333,Sakaraha,MG,Antananarivo,True,False,True,silent
2019-11-12,2019-12-20,Amy Vega,Gerald Green,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,talkative
2010-08-15,2010-09-04,Ricky Gray,Mary Scott,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,happy
2002-06-27,2002-07-17,Kristy Wilson,Tracy Blackwell,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,tense
2012-04-14,2012-06-01,Jason Schmidt,Patricia Edwards,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,False,True,paranoid
2016-12-28,2016-12-28,Robert Swanson,Hannah Lindsey,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,False,True,accusatory
2022-01-31,2022-03-09,Jim Simon,Fernando Davis,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,lonely
2012-11-19,2013-01-01,Leah Harrington,Jennifer Shannon,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,False,True,happy
2015-01-14,2015-02-23,Michael Elliott,Fernando Davis,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,False,True,paranoid
2016-02-16,2016-02-25,David Fletcher,Shawn Ramirez,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,False,friendly
1994-03-19,1994-04-07,Jennifer Werner,Patricia Miller,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,True,True,sad
2016-05-16,2016-06-10,Stephanie Macias,Gabrielle Mendez,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,hostile
1999-12-12,2000-01-29,Elizabeth Hernandez,Ashley Taylor,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,True,True,silent
2008-02-22,2008-04-01,Vincent Mann,Stacey Morris,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,False,True,lonely
2012-04-21,2012-05-08,Amber Mason,Rebecca Snyder MD,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,False,True,evasive
1999-02-22,1999-03-16,Maurice Mills,Martin Diaz,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,False,True,worried
1992-09-06,1992-11-04,Sarah Patrick,Marie Hill,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,False,True,talkative
1988-04-07,1988-05-30,William Becker,Rita Johnson,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,True,True,tense
2018-06-27,2018-07-01,Frank Ortiz,Adam Smith,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,friendly
2017-09-23,2017-11-04,Charles George,Shelley Sheppard,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,True,True,complaining
1986-09-18,1986-10-06,Jeremy Tyler,Brittany Henderson,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,True,True,lonely
2011-10-01,2011-11-18,Angelica Miller,Jerry Erickson,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,lonely
1999-03-16,1999-04-30,Robert Martinez,Jasmine Rowland,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,True,True,False,accusatory
2010-04-06,2010-05-17,Jessica Stewart,Stephanie Brooks,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,happy
1996-09-24,1996-10-16,James King,Emily Ruiz,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,hostile
1988-10-22,1988-12-19,Sarah Knight,Candice Johnson,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,friendly
2012-12-04,2012-12-18,Brandi Harris,Melinda Soto,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,False,True,fleeing
1995-05-18,1995-06-23,Ronald Sandoval,Justin Whitehead,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,silent
1999-03-18,1999-05-02,Laura Moore,Christopher Morris,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,False,True,happy
1989-10-25,1989-12-07,William Rice,Mackenzie Gilbert,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,False,True,hostile
1990-02-06,1990-03-17,Jennifer Mullen,Elizabeth Cook,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,False,True,accusatory
1992-04-15,1992-05-30,Kimberly Coleman,Rebecca Russell,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,False,True,complaining
1998-05-15,1998-06-29,Ashley Elliott,Justin White,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,False,True,hostile
1985-08-21,1985-09-08,Erin Rice,Patricia Hall,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,fleeing
2017-11-30,2017-12-17,Sabrina Mitchell,Garrett Lawrence,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,talkative
2005-04-11,2005-04-12,Tammy Foster,Rachel Lucas,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,False,True,unhappy
2016-05-19,2016-06-05,Adriana Howard,Joseph Arellano,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,injured
2004-10-06,2004-10-29,Danielle Reed,Allen Baker,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,over-complimenting
2010-03-26,2010-05-21,Lucas Schmitt,Michael Higgins,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,False,True,unhappy
1998-07-31,1998-09-20,Megan Stephenson,Jennifer Hoffman,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,True,True,paranoid
2018-01-26,2018-03-14,Jennifer Hill,Justin Whitehead,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,False,True,scared
1987-11-20,1988-01-13,Deborah Lawson,Wesley Horton,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,False,True,oblivious
2008-02-23,2008-02-25,Denise Howard,Jeremy Mccullough,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,fleeing
1994-12-31,1995-02-26,Lisa Kim,Rose Reed,-22.9,44.53333,Sakaraha,MG,Antananarivo,True,False,True,oblivious
2020-12-06,2021-01-20,Shane Jackson,Jeffrey Johnson,-22.9,44.53333,Sakaraha,MG,Antananarivo,True,True,True,oblivious
2019-03-04,2019-04-05,Kristy Moore,Meredith Gibbs,-17.83333,48.41667,Ambatondrazaka,MG,Antananarivo,False,False,True,confessing
1996-07-28,1996-09-06,Kirsten Mayo,Randy Simmons,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,friendly
1985-11-01,1985-11-21,Michael Cabrera,Jennifer Cook,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,worried
1992-05-05,1992-06-04,Carlos Nelson,Bradley Ewing,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,evasive
2015-12-13,2016-01-24,Jeffrey Nguyen,Ashley Larson,-20.88231,55.4504,Saint-Denis,RE,Reunion,False,True,True,happy
1986-11-17,1986-12-02,Terry Moreno,Amy Gomez,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,injured
1997-12-05,1997-12-18,Kayla Rice,Edward Anderson,-20.88231,55.4504,Saint-Denis,RE,Reunion,True,False,True,sad
2009-11-24,2010-01-10,Carolyn Burnett,Mary Weaver,-21.15,46.58333,Ikalamavony,MG,Antananarivo,False,True,True,evasive
2003-12-25,2003-12-29,Bradley Johnson,Ashley Carr,-19.65,47.31667,Antanifotsy,MG,Antananarivo,False,True,True,accusatory
2005-04-20,2005-06-14,Nancy Mack,Ryan Watkins,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,False,True,hostile
2020-10-15,2020-10-17,Sara Brown,Parker Mitchell,-19.65,47.31667,Antanifotsy,MG,Antananarivo,True,True,True,out-of-control
1999-04-23,1999-06-20,Tyler James,Shelia Holmes,-22.9,44.53333,Sakaraha,MG,Antananarivo,False,True,True,sad
